parada_id,equipo_id,fecha,hora_inicio_aprox,duracion_horas,tipo_parada,causa,costo_estimado_soles
PAR-002100,PNEQ06,2026-03-17,14:00,5.5,Correctiva,Falla eléctrica - motor/tablero,5545.0
PAR-001994,PNEQ06,02/01/2025,09:00,2.8,OPERATIVA,Falta de mineral en cancha,642.0
PAR-002307,pn-eq-07,26/07/2024,07:00,1.3,OPERATIVA,Condiciones climáticas adversas,654.0
PAR-002592,PN-EQ-08,13/07/2024,01:00,20.0,Correctiva,Atoro de mineral / obstrucción,30644.0
PAR-000754,PN-EQ-03 ,23/06/2024,05:00,10.3,Correctiva,Falla mecánica - desgaste de componente,22354.0
PAR-002905,PN_EQ_08,2027-12-01,06:00,1.0,Operativa ,Espera de insumos (reactivos/bolas de molienda),321.0
PAR-002687,PN-EQ-08	,2025-08-18,09:00,1.8,Correctiva,Falla eléctrica - motor/tablero,3323.0
PAR-000084, PN-EQ-01,2024-12-01,14:00,8.8,Preventiva,Mantenimiento programado (plan anual),15651.0
PAR-003556,pn-eq-10,2026-10-20,15:00,4.1,Correctiva,Atoro de mineral / obstrucción,6009.0
PAR-000926,pn-eq-03,2026-11-16,03:00,6.0,Preventiva,Mantenimiento programado (plan anual),9080.0
PAR-000338,PN-EQ-01,2027-10-21,17:00,2.7,Operativa,Condiciones climáticas adversas,1377.0
PAR-003516,PN_EQ_10,16/06/2026,04:00,4.2,Correctiva,Falla mecánica - desgaste de componente,7350.0
PAR-003411,PN_EQ_10,2025-08-26,04:00,6.7,PREVENTIVA,Mantenimiento programado (plan anual),10172.0
PAR-002208,PNEQ06,2027-04-10,01:00,7.3,Preventiva,Mantenimiento programado (plan anual),8707.0
PAR-003431,PN-EQ-10,2025-11-09,01:00,17.5,Correctiva ,Rotura de faja/correa,25717.0
PAR-002182,PN-EQ-06	,2026-12-22,02:00,6.5,Preventiva ,Mantenimiento programado (plan anual),9247.0
PAR-002104,pn-eq-06,2026-03-28,12:00,0.5,Correctiva ,Atoro de mineral / obstrucción,949.0
PAR-001602,PN-EQ-05 ,2025-05-03,09:00,0.9,Operativa,Falta de mineral en cancha,376.0
PAR-001460,PN-EQ-04,2027-12-20,06:00,1.1,Operativa ,Condiciones climáticas adversas,473.0
PAR-000610, PN-EQ-02,04/10/2026,10:00,7.5, preventiva,Mantenimiento programado (plan anual),14417.0
PAR-001365,PN-EQ-04,2027-02-15,03:00,7.8,Correctiva,Atoro de mineral / obstrucción,6588.0
PAR-003629,PN-EQ-10,26/06/2027,03:00,18.5,Correctiva,Falla eléctrica - motor/tablero,31039.0
PAR-003655,PNEQ10,10/09/2027,17:00,2.7,Operativa,Falta de mineral en cancha,
PAR-000179,PN-EQ-01	,2025-12-05,19:00,3.6,Correctiva ,Falla mecánica - desgaste de componente,3987.0
PAR-000923,PN_EQ_03,02/11/2026,11:00,5.6, preventiva,Mantenimiento programado (plan anual),6874.0
PAR-001987,PN-EQ-06	,2024-12-18,01:00,0.7,Operativa,Corte de energía externo,284.0
PAR-003142,PN-EQ-09,2027-01-26,15:00,6.2,Correctiva,Rotura de faja/correa,8351.0
PAR-001482,PN-EQ-05,2024-02-26,09:00,0.5,Correctiva,Rotura de faja/correa,426.0
PAR-000606,PNEQ02,2026-09-12,11:00,3.3,CORRECTIVA,Falla eléctrica - motor/tablero,5812.0
PAR-003144,PN-EQ-09 ,2027-02-09,12:00,7.0,Correctiva,Falla mecánica - desgaste de componente,10968.0
PAR-000684,PN-EQ-02	,2027-07-29,11:00,8.9,Preventiva ,Mantenimiento programado (plan anual),10442.0
PAR-002636,PN_EQ_08,19/01/2025,09:00,8.6,PREVENTIVA,Mantenimiento programado (plan anual),16790.0
PAR-000691,PN-EQ-02 ,2027-08-19,05:00,1.8,Operativa,Falta de mineral en cancha,695.0
PAR-001607, PN-EQ-05,2025-05-20,04:00,8.4,Correctiva,Falla de lubricación,7491.0
PAR-000292,PN-EQ-01 ,2027-05-11,06:00,3.7,CORRECTIVA,Falla eléctrica - motor/tablero,7590.0
PAR-002824,PN-EQ-08 ,2027-01-12,11:00,5.3,PREVENTIVA,Mantenimiento programado (plan anual),11368.0
PAR-002730,pn-eq-08,2026-01-27,15:00,1.4,Operativa,Condiciones climáticas adversas,656.0
PAR-003590,pn-eq-10,2027-01-31,03:00,8.9,Preventiva,Mantenimiento programado (plan anual),15062.0
PAR-002518, PN-EQ-07,2027-07-30,03:00,2.4,Operativa ,Falta de mineral en cancha,982.0
PAR-002894,PNEQ08,04/11/2027,10:00,2.4,CORRECTIVA,Falla de lubricación,3345.0
PAR-000893,PN-EQ-03 ,2026-06-22,07:00,4.9, preventiva,,6890.0
PAR-002093,PN-EQ-06	,2026-02-23,04:00,10.9,Correctiva,Falla de lubricación,14551.0
PAR-001082,PN-EQ-04	,2024-09-21,08:00,4.5,Correctiva,Atoro de mineral / obstrucción,7084.0
PAR-001908,PNEQ06,2024-02-21,17:00,1.7,Correctiva,Falla eléctrica - motor/tablero,1601.0
PAR-003489, PN-EQ-10,2026-04-04,00:00,5.7,Correctiva ,Atoro de mineral / obstrucción,7470.0
PAR-002411,PNEQ07,2026-03-09,16:00,6.2,CORRECTIVA,Falla de lubricación,5130.0
PAR-000495,PN_EQ_02,2025-07-03,04:00,8.4,PREVENTIVA,Mantenimiento programado (plan anual),18407.0
PAR-000697,pn-eq-02,2027-09-25,06:00,12.9,CORRECTIVA,Rotura de faja/correa,27667.0
PAR-001398,pn-eq-04,2027-06-10,06:00,6.9,Correctiva ,Rotura de faja/correa,8291.0
PAR-003653,PN-EQ-10 ,2027-09-07,01:00,10.2,Correctiva,Falla eléctrica - motor/tablero,16023.0
PAR-002872, PN-EQ-08,09/08/2027,21:00,1.2,CORRECTIVA,Rotura de faja/correa,1974.0
PAR-002270,pn-eq-07,2024-01-14,03:00,5.4,Preventiva ,Mantenimiento programado (plan anual),5221.0
PAR-000175,PNEQ01,2025-11-16,03:00,20.0,CORRECTIVA,Rotura de faja/correa,28635.0
PAR-003024, PN-EQ-09,2025-06-09,02:00,0.8,Operativa ,Condiciones climáticas adversas,336.0
PAR-003315,PN-EQ-10 ,15/11/2024,06:00,1.1, operativa,Espera de insumos (reactivos/bolas de molienda),304.0
PAR-003240,pn-eq-10,2024-04-09,00:00,20.0, correctiva,Falla mecánica - desgaste de componente,29440.0
PAR-000664,pn-eq-02,2027-03-30,10:00,8.8, preventiva,Mantenimiento programado (plan anual),15763.0
PAR-002724,pn-eq-08,2025-12-31,12:00,2.8,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),1108.0
PAR-000376, PN-EQ-02,13/04/2024,07:00,7.8,PREVENTIVA,Mantenimiento programado (plan anual),8593.0
PAR-002387,PNEQ07,2025-10-31,10:00,5.4,Preventiva,Mantenimiento programado (plan anual),4557.0
PAR-002204,PN-EQ-06 ,2027-03-28,18:00,2.8,Operativa,Falta de mineral en cancha,1309.0
PAR-002823, PN-EQ-08,2027-01-11,12:00,5.2,CORRECTIVA,Falla de lubricación,5816.0
PAR-001144,pn-eq-04,2025-03-07,17:00,0.7,Correctiva ,Falla de lubricación,1430.0
PAR-000706,PN_EQ_02,2027-10-29,17:00,1.1,Correctiva,Falla eléctrica - motor/tablero,2262.0
PAR-000013,PN_EQ_01,10/03/2024,08:00,5.7,Correctiva,Atoro de mineral / obstrucción,5102.0
PAR-001379,PN-EQ-04,2027-04-11,00:00,13.5, correctiva,Falla mecánica - desgaste de componente,26035.0
PAR-002868,PN-EQ-08	,04/08/2027,15:00,4.1,Preventiva ,Mantenimiento programado (plan anual),5782.0
PAR-000582,PN-EQ-02,2026-06-12,09:00,1.2,CORRECTIVA,,1274.0
PAR-001078,PN-EQ-04	,2024-09-08,08:00,2.8,Correctiva ,Falla eléctrica - motor/tablero,2857.0
PAR-003220,PN-EQ-10	,2024-01-25,09:00,11.0,Correctiva,Falla mecánica - desgaste de componente,20765.0
PAR-003614,PN-EQ-10 ,03/05/2027,09:00,4.9,PREVENTIVA,Mantenimiento programado (plan anual),10034.0
PAR-000047,PN-EQ-01,08/07/2024,10:00,8.0,Preventiva ,Mantenimiento programado (plan anual),8409.0
PAR-003492,PN-EQ-10	,17/04/2026,17:00,5.0, correctiva,Falla mecánica - desgaste de componente,6883.0
PAR-003438,PN_EQ_10,25/11/2025,13:00,4.0,Correctiva,Falla eléctrica - motor/tablero,7257.0
PAR-001195,PNEQ04,10/08/2025,20:00,1.9, operativa,Falta de mineral en cancha,574.0
PAR-001949, PN-EQ-06,2024-07-30,04:00,13.4,CORRECTIVA,Falla mecánica - desgaste de componente,24716.0
PAR-003588,PN-EQ-10	,2027-01-18,13:00,2.4,Operativa,Corte de energía externo,975.0
PAR-003405,PN-EQ-10 ,2025-08-03,06:00,11.2, correctiva,Atoro de mineral / obstrucción,16582.0
PAR-003595,pn-eq-10,2027-02-22,01:00,8.8,Correctiva,Atoro de mineral / obstrucción,11232.0
PAR-002701,PN-EQ-08 ,2025-10-01,03:00,2.6, operativa,Espera de insumos (reactivos/bolas de molienda),1310.0
PAR-002137, PN-EQ-06,2026-07-21,09:00,3.0,Operativa,Espera de insumos (reactivos/bolas de molienda),1525.0
PAR-001466,PN-EQ-05 ,2024-01-14,03:00,20.0, correctiva,Falla eléctrica - motor/tablero,22284.0
PAR-000498, PN-EQ-02,2025-07-18,11:00,4.1, preventiva,,5992.0
PAR-002384, PN-EQ-07,2025-10-17,00:00,7.7,Preventiva,Mantenimiento programado (plan anual),13191.0
PAR-000808,PN-EQ-03,2025-04-28,00:00,6.0,Preventiva,Mantenimiento programado (plan anual),7038.0
PAR-000003,PN-EQ-01 ,19/01/2024,05:00,3.9, correctiva,Falla eléctrica - motor/tablero,8025.0
PAR-000488, PN-EQ-02,2025-06-05,06:00,1.7,Operativa,Corte de energía externo,960.0
PAR-002451,PN-EQ-07	,04/09/2026,09:00,2.6,Operativa,Corte de energía externo,1001.0
PAR-000077,pn-eq-01,2024-11-05,16:00,2.6,Operativa ,Condiciones climáticas adversas,1138.0
PAR-003450,PN-EQ-10,2025-12-29,18:00,1.2,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),571.0
PAR-000603,PN-EQ-02,30/08/2026,05:00,4.9,PREVENTIVA,Mantenimiento programado (plan anual),9891.0
PAR-001261,PN_EQ_04,22/02/2026,05:00,4.6,Correctiva,Falla eléctrica - motor/tablero,3766.0
PAR-002766,PN_EQ_08,29/05/2026,00:00,2.1,Operativa,Falta de mineral en cancha,1046.0
PAR-002135,PNEQ06,11/07/2026,05:00,9.6,CORRECTIVA,Rotura de faja/correa,16793.0
PAR-002466, PN-EQ-07,15/11/2026,10:00,0.5,Correctiva ,Rotura de faja/correa,680.0
PAR-002381,PN-EQ-07 ,2025-09-28,12:00,3.4,Correctiva ,Falla mecánica - desgaste de componente,3316.0
PAR-000929,PN-EQ-03,28/11/2026,19:00,0.5,Correctiva,Atoro de mineral / obstrucción,942.0
PAR-003640,PN-EQ-10,2027-07-22,01:00,18.1, correctiva,Falla de lubricación,36092.0
PAR-002618,pn-eq-08,2024-11-01,02:00,7.4,Preventiva ,Mantenimiento programado (plan anual),9638.0
PAR-003598,PNEQ10,2027-03-09,02:00,20.0,CORRECTIVA,Falla de lubricación,38936.0
PAR-002954, PN-EQ-09,2024-06-09,09:00,0.5,Correctiva ,Falla eléctrica - motor/tablero,750.0
PAR-000289,PNEQ01,2027-04-16,00:00,1.4,OPERATIVA,Corte de energía externo,683.0
PAR-003115,PN_EQ_09,03/10/2026,04:00,1.0, operativa,Falta de mineral en cancha,522.0
PAR-001888,PNEQ05,2027-11-13,14:00,5.2,CORRECTIVA,Falla de lubricaciÃ³n,4228.0
PAR-000753,pn-eq-03,2024-06-13,12:00,2.3,Operativa,Condiciones climáticas adversas,675.0
PAR-001695, PN-EQ-05,26/03/2026,14:00,6.1,CORRECTIVA,Falla mecánica - desgaste de componente,8893.0
PAR-000796,PNEQ03,20/02/2025,07:00,6.6,PREVENTIVA,Mantenimiento programado (plan anual),14027.0
PAR-003552,PN_EQ_10,06/10/2026,04:00,8.1,Preventiva,Mantenimiento programado (plan anual),17430.0
PAR-002347,PN-EQ-07,27/02/2025,00:00,6.7,Preventiva ,Mantenimiento programado (plan anual),8336.0
PAR-000730,pn-eq-03,20/02/2024,16:00,2.8,Operativa,Condiciones climáticas adversas,1104.0
PAR-003400, PN-EQ-10,2025-07-22,06:00,1.6,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),476.0
PAR-001191,PNEQ04,2025-07-30,16:00,3.8,CORRECTIVA,Atoro de mineral / obstrucción,
PAR-002263,pn-eq-06,30/11/2027,07:00,13.8,Correctiva,Falla eléctrica - motor/tablero,17791.0
PAR-000843, PN-EQ-03,2025-11-10,15:00,2.9, correctiva,Falla eléctrica - motor/tablero,4820.0
PAR-002321,PN_EQ_07,22/10/2024,19:00,2.1,Operativa ,Condiciones climáticas adversas,826.0
PAR-003243,PN-EQ-10	,2024-04-18,07:00,8.0,Preventiva,Mantenimiento programado (plan anual),12792.0
PAR-001066,pn-eq-04,18/07/2024,00:00,8.1, correctiva,Atoro de mineral / obstrucción,16543.0
PAR-003100,pn-eq-09,18/07/2026,04:00,9.8, correctiva,Falla eléctrica - motor/tablero,13901.0
PAR-002201,PN_EQ_06,2027-03-10,15:00,0.5, correctiva,Falla de lubricación,911.0
PAR-002014,PN-EQ-06	,10/04/2025,03:00,4.0,Correctiva,Falla eléctrica - motor/tablero,3870.0
PAR-002957,PN_EQ_09,2024-07-04,03:00,0.9,Operativa ,Espera de insumos (reactivos/bolas de molienda),402.0
PAR-001388,pn-eq-04,2027-05-12,06:00,8.8,CORRECTIVA,Falla eléctrica - motor/tablero,16076.0
PAR-000348, PN-EQ-01,01/12/2027,05:00,3.9,Correctiva,Atoro de mineral / obstrucción,5813.0
PAR-002855, PN-EQ-08,2027-06-12,01:00,4.3,Preventiva ,Mantenimiento programado (plan anual),9134.0
PAR-001024, PN-EQ-04,2024-02-20,03:00,13.2, correctiva,Atoro de mineral / obstrucción,26585.0
PAR-002890,PN_EQ_08,19/10/2027,04:00,2.4,OPERATIVA,Falta de mineral en cancha,692.0
PAR-003270,PN-EQ-10 ,12/07/2024,12:00,1.0,Correctiva,Falla mecánica - desgaste de componente,1367.0
PAR-001128,pn-eq-04,09/02/2025,04:00,18.3,Correctiva,Atoro de mineral / obstrucción,37815.0
PAR-001278,PNEQ04,2026-04-28,14:00,0.7,Operativa ,Condiciones climáticas adversas,180.0
PAR-003282,PN_EQ_10,2024-08-11,02:00,4.2,Correctiva,Falla de lubricación,3366.0
PAR-000290,PN-EQ-01	,01/05/2027,05:00,6.1,PREVENTIVA,Mantenimiento programado (plan anual),11888.0
PAR-000086,PN-EQ-01 ,10/12/2024,20:00,0.7,OPERATIVA,Corte de energía externo,181.0
PAR-003112,PN-EQ-09	,24/09/2026,03:00,1.3, operativa,Espera de insumos (reactivos/bolas de molienda),417.0
PAR-002916, PN-EQ-09,2024-01-06,05:00,1.0,Operativa,Corte de energía externo,359.0
PAR-001474,PNEQ05,03/02/2024,05:00,1.2,Operativa ,Condiciones climáticas adversas,288.0
PAR-000413,PN_EQ_02,2024-08-24,00:00,20.0,Correctiva,Falla eléctrica - motor/tablero,35583.0
PAR-002132,PN_EQ_06,06/07/2026,02:00,16.7, correctiva,Falla de lubricación,33291.0
PAR-002101, PN-EQ-06,19/03/2026,01:00,11.2,Correctiva,Falla mecánica - desgaste de componente,11929.0
PAR-002656,PN-EQ-08 ,2025-04-20,13:00,3.0,Operativa,Falta de mineral en cancha,1729.0
PAR-002900,PN_EQ_08,2027-11-22,12:00,3.0,Correctiva ,Falla mecánica - desgaste de componente,3468.0
PAR-003646,PN-EQ-10,2027-08-10,10:00,7.7,Preventiva ,Mantenimiento programado (plan anual),8869.0
PAR-000663,pn-eq-02,2027-03-29,18:00,0.5,Correctiva ,Atoro de mineral / obstrucción,761.0
PAR-003045,PNEQ09,11/09/2025,11:00,7.3,Preventiva,Mantenimiento programado (plan anual),9086.0
PAR-003285,PN-EQ-10 ,2024-08-18,05:00,0.6,Operativa ,Falta de mineral en cancha,265.0
PAR-000127,PN-EQ-01 ,01/05/2025,06:00,13.2,Correctiva ,Falla mecánica - desgaste de componente,22604.0
PAR-003423, PN-EQ-10,18/10/2025,07:00,15.9,Correctiva,Falla elÃ©ctrica - motor/tablero,20131.0
PAR-003457,pn-eq-10,2026-01-15,00:00,9.1, correctiva,Atoro de mineral / obstrucción,17652.0
PAR-000807,PN-EQ-03,20/04/2025,02:00,0.6,Correctiva,Rotura de faja/correa,812.0
PAR-003402, PN-EQ-10,2025-07-24,21:00,2.0, operativa,Condiciones climáticas adversas,858.0
PAR-003161,PN-EQ-09,2027-04-27,05:00,1.3, correctiva,Falla eléctrica - motor/tablero,1223.0
PAR-000955, PN-EQ-03,26/04/2027,12:00,0.5,Correctiva ,Rotura de faja/correa,
PAR-003359,PN-EQ-10	,2025-03-29,03:00,4.7,Preventiva,,5203.0
PAR-000243,pn-eq-01,16/09/2026,03:00,1.4,OPERATIVA,Corte de energía externo,586.0
PAR-001271,PN_EQ_04,2026-03-23,16:00,1.0,Correctiva,Atoro de mineral / obstrucción,1534.0
PAR-003214,pn-eq-10,2024-01-02,12:00,5.7,Correctiva ,Falla eléctrica - motor/tablero,9476.0
PAR-002678,PNEQ08,2025-07-11,03:00,0.6,OPERATIVA,Falta de mineral en cancha,266.0
PAR-002803,PN-EQ-08,2026-11-01,10:00,7.6,Correctiva ,Rotura de faja/correa,10770.0
PAR-003425,PNEQ10,2025-10-25,02:00,20.0,Correctiva ,Falla mecánica - desgaste de componente,21641.0
PAR-000615, PN-EQ-02,29/10/2026,21:00,1.6,CORRECTIVA,Falla eléctrica - motor/tablero,2305.0
PAR-002657,PN-EQ-08 ,24/04/2025,05:00,7.5,PREVENTIVA,Mantenimiento programado (plan anual),7993.0
PAR-001780,PN-EQ-05,2027-01-04,17:00,5.4,PREVENTIVA,Mantenimiento programado (plan anual),5924.0
PAR-002119,PNEQ06,2026-05-30,18:00,2.3, operativa,,1143.0
PAR-002921,PNEQ09,2024-01-19,06:00,1.2,Correctiva,Atoro de mineral / obstrucción,1019.0
PAR-001651,PN-EQ-05 ,11/10/2025,07:00,3.8, correctiva,,4703.0
PAR-000987,PNEQ03,28/08/2027,11:00,6.2,Preventiva,Mantenimiento programado (plan anual),6574.0
PAR-002966, PN-EQ-09,19/08/2024,00:00,5.6,Correctiva,Falla eléctrica - motor/tablero,9931.0
PAR-001250,PN-EQ-04	,2026-01-21,11:00,6.2,Preventiva,Mantenimiento programado (plan anual),9860.0
PAR-001402,PN-EQ-04	,2027-06-26,19:00,1.4,Correctiva,Falla mecánica - desgaste de componente,3034.0
PAR-002995,PN-EQ-09,2025-02-12,05:00,2.0,CORRECTIVA,Falla mecánica - desgaste de componente,4140.0
PAR-001070,PNEQ04,2024-07-29,15:00,7.6,Correctiva,Atoro de mineral / obstrucción,8967.0
